statename,gender,educ,partyid,firstthought,taxpayer,percenttp,recent,tpfeel,biggest,wagesal,paystub,child,depend,glad,upset,benefit,wastecents,wastethink,eitcself,eitcexp,eitcother,eitcthink,labforce,polideo,polinffreq,regvote,feelfedgov_1,voted,discusspol,poleffic,polvol,polknow1,polknow2,polkno3,marital,ownhome,stateresid,yearbirth,raceeth,hhinc,weightvec,firstthought_sentiment,tpfeel_sentiment,benefit_sentiment,eitcthink_sentiment,taxpayer_gap
Minnesota,1,5.0,6.0,Costly expense that we cannot afford to have. Squelches growth. Harms the economy,1,89.0,Just paid a sales tax on a purchase last night,Mixed feelings I suppose. you cannot avoid it so why spend the rest of your days worrying about it,probably property taxes although most people will say income taxes,1.0,"federal tax, state tax",0.0,0,"Education, Entitlements, Infrastructure, foreign aid, military, ","graft, corruption, waste. Anything that the public really doesn't want but somehow pays for.",I think so. I think the public places that I use are more than sufficient to the amount of taxes that I pay.,10.0,Regulation,3.0,,2.0,Any easing of taxes in most cases is beneficially and can stimulate growth,2.0,6.0,3.0,1.0,68,1.0,2.0,2.0,4.0,2,1,3,5,1,24,28,1.0,7.0,0.538743107,-1,-1,-1,1,1.0
Texas,2,2.0,7.0,IRS wants to steal what money I got left,1,60.0,I pay taxes when I go to store & buy stuff,bad cause IRS gives the money to its gets to   Agents for a Bonus Like saying U deserve this cause u stole it so keep it ,i dont know I really have nothing good to say about a organazation that lies & steals,1.0,"Afdcia   I think,& federal , ",0.0,no,not much of anything I cant think of anything that is worth spending millions on ,"dumb research studies, paying government  people millions for doing nothing",no,81.0,"paying research people to see how drinking affects rats  or paying someone to spread mustard on bread to see how even it is, these are just examples of stupid stuff the Goverment does ",2.0,i dont remember been to long,3.0,,6.0,6.0,3.0,2.0,18,2.0,1.0,1.0,4.0,1,2,6,3,3,44,16,1.0,1.0,0.501712027,-1,1,-1,0,30.0
New York,2,6.0,7.0,"Government levies imposed on  citizens on income, sales, property and many other taxes",1,72.0,SAlestax on a purchase.  ,Abused and taken for grantrd,Payroll,1.0,"FICA, social security, medicare ",0.0,0,"Military personnel, NASA, courts","Food stamps fraud, lazy people, cash for clunkers, Obama phones","Public schools, roads bridges",43.0,Free cell phones,3.0,,4.0,,1.0,5.0,1.0,1.0,59,1.0,1.0,2.0,3.0,2,1,3,1,1,33,31,1.0,19.0,1.294973709,-1,-1,0,0,18.0
Kansas,1,3.0,6.0,less Money to spend on life ,1,40.0,every day when I buy something  sales tax ,like death it is part of life ,income tax ,1.0, /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  / fica ss kansas income tax medacare ,0.0,wife,police fire roads poor folk housing ,polations  stupid experments  ,for the most part  army to portect me  cops fire dept  roads to drive on  ,23.0,over priced parts and dumb research projects ,3.0,,2.0,don't have much of an opion ,1.0,6.0,1.0,1.0,13,1.0,2.0,2.0,4.0,1,1,1,1,3,17,21,1.0,3.0,0.427902551,0,-1,-1,0,50.0
Illinois,1,1.0,,cash out of my pocket going to politicions,1,71.0,when i went to any store and bought anything,it has to be done,20%,1.0,"local , state , federal",0.0,o,"schools , roads , jobs ,and anything to boost the economy",those politicions that use it to benefit themselves,not really sure,50.0,giving themselves a pay raise,3.0,,3.0,,2.0,,3.0,1.0,9,1.0,4.0,3.0,4.0,3,4,6,5,3,14,32,1.0,5.0,0.427902551,0,0,-1,0,19.0
Georgia,2,4.0,2.0,pay your taxes until you die too many taxes,1,81.0,"gas, groceries, income tax",good most of the time,income tax,1.0,"medicare, social security, unemployment, ",0.0,0,"social security, medicare",wasteful unnecessary funding of some programs,no,80.0,vacation times and benefits of all government officials,3.0,,2.0,sometime it is good,1.0,7.0,3.0,1.0,19,1.0,3.0,4.0,4.0,1,1,6,2,1,11,24,1.0,1.0,0.343243209,-1,1,-1,1,9.0
Wisconsin,2,2.0,2.0,necessary evil no way out of paying,1,73.0,sales tax on certain groceries,glad that i have a job and can pay taxes,state and federal taxes,1.0,state federal fica medicare,0.0,no,road repairs education infastructure,people who are unwilling to get a job,no not realy,47.0,big spending their paychecks and incsurance is paid by taxpayers,4.0,,4.0,,1.0,3.0,3.0,1.0,50,1.0,3.0,3.0,4.0,4,1,1,2,1,50,24,1.0,11.0,0.538743107,-1,1,-1,0,17.0
Arizona,2,5.0,1.0,that sucky time of the year which makes me realize how much money i don't make,1,62.0,not sure what you mean but i pay taxes while shopping,liek something i have to do. i want roads and schools and such and those cost money,no idea. i just pay them at the end of the year and usch,1.0,no idea,0.0,o,schools. roads. police. fire,"viagra. no seriously, i don't care what tax dollars pay for. we all have to pitch in and make the country and planet better",yeah. i use the roads. i went to public school. i work for the police / ,23.0,how much things cost,3.0,,3.0,,1.0,1.0,1.0,1.0,20,1.0,2.0,1.0,4.0,4,4,6,1,1,3,52,1.0,15.0,0.84202368,-1,1,1,0,28.0
California,2,5.0,1.0,No one can escape paying them.,1,100.0,At the grocery store and when buying gasoline at the pump!!,I know it has to be done and it benefits all of us in the end.,Social Security,1.0,"I haven't worked in over 20 years, but there was a federal and state tax taken out.",0.0,0,"My health care coverage, the safety of our country and seeing people employed and getting an education for our children.",Wasting money for stupid experiments instead of research that will benefit everyone.,"I feel that my contribution helps our State and Federal branches of government run things, from health care & social  programs, the police, firemen, soldiers, repairing our roads, providing jobs, etc., etc. etc.",19.0,"Paying wages to our representatives when they aren't able to get things done, always in a gridlock.",2.0,"I don't have children anymore, but it gave us extra money in our pockets at that time that I used to support my family.",2.0,"It helped me at that time many, many years ago, I don't know how it works today, so I really can't comment.",6.0,2.0,1.0,1.0,19,1.0,3.0,2.0,4.0,1,1,3,2,3,5,14,1.0,6.0,0.574527399,-1,1,1,0,10.0
North Carolina,2,2.0,4.0,necessary evil that is required to run the country,1,100.0,car tax when I purchased tags for automobile,I do not really feel anything at all about it,income taxes that are taken out of paycheck,1.0,"social security, medicare, federal income tax, state income tax",0.0,0,nothing at all that I can think of,salaries of overpaid congressmen that need to be fired,I guess I have benefitted from some of the tax dollars paid when I receive a refund ,60.0,salaries of senators and the president,1.0,it was really a blessing when I qualified for it,1.0,I think it is a helpful thing to lower income people,1.0,4.0,3.0,1.0,30,1.0,3.0,2.0,4.0,1,1,3,3,3,34,35,1.0,9.0,0.432154266,-1,0,1,1,10.0
Texas,1,5.0,7.0,uncle sam getting money from me that I don't haVe,1,69.0,Income tax April 2014 and property taxes in January 2014 / ,kinda feel drained out-  don't seem to get back all I put in,property taxes,1.0,"SSecurity, medicare, federal",0.0,2,police security to watch for crime in the city,"people that get foodstamps and health care that DON""T PAY TAXES",No I do not  feel I have benefitted only minutely -  welfare and food stamp people benefit much more,80.0,their lavish living and vacations are way way out of budget,3.0,,3.0,,1.0,7.0,3.0,1.0,39,1.0,2.0,4.0,4.0,2,1,6,1,1,44,22,3.0,9.0,1.103625348,0,-1,-1,0,21.0
Missouri,1,3.0,2.0,paying for services that I along can not that are pro vided by government ,1,97.0,last night at walmart buying items paying sales tax,I would fell better if I knew whereit all went,income tax on paychecks,1.0,state local feberal,0.0,2,the roads we drive on the school that children go to the help for people who can not help themselves,helping other countries that never help us in any way,paying for my medical insurance,35.0,amount paid for jobs done for the goverment,1.0,i helps because of my low income,2.0,it is great for big family who are low income or have a single income,4.0,4.0,2.0,1.0,50,1.0,2.0,2.0,4.0,1,1,1,1,1,26,22,1.0,11.0,0.538743107,0,1,0,1,7.0
California,1,1.0,1.0,IRS and I think of the money coming out of my paycheck and the tax breaks the rich get,2,81.0,the last time I paid tax was 1983,it felt like a burden,I don't pay taxes I'm getting disabilty and ssi,0.0,,0.0,none,streets and sidewalks and also the highways,the money officials use paying for their good times,by the retirement wages I'm currently getting,29.0,the space program in my opinion,3.0,,3.0,,6.0,1.0,4.0,1.0,82,2.0,3.0,5.0,4.0,4,1,1,5,3,5,17,2.0,2.0,1.165351009,1,-1,0,0,9.0
New York,2,3.0,3.0,"services such as road repair, garbage pickup, and snow plowing",1,60.0,put gas in my vehicle and I don't know what more you want-stop nagging,okay,not sure,1.0,"can't remember, have had direct deposit for 22 years",0.0,no,"road repair, garbage pickup, snow plowing","nothing, everybody needs something, unless you're the Koch brothers","yes, everybody has",10.0,crooked politicians,3.0,,3.0,,1.0,3.0,3.0,1.0,75,1.0,3.0,1.0,4.0,2,1,3,1,1,33,32,1.0,11.0,0.429536552,0,1,1,0,30.0
Alabama,1,5.0,1.0,pay money to the goverment,1,97.0,It was back in 2010 the last time I pay taxes,,,1.0,,0.0,5,healthcare in america when you needit,all healthcare in america for all poeple,,7.0,study how long it plants to grow,3.0,,3.0,,2.0,2.0,2.0,1.0,15,1.0,2.0,5.0,1.0,1,2,3,1,1,1,48,2.0,9.0,2.016927406,-1,0,0,0,7.0
Alaska,2,5.0,4.0,A system that we have convoluted and made complex so as to help the wrong people and hurt the right ones,1,40.0,Tax with selling old car and buying a new one,the responsible thing to do,mortgage tax (however we have recently sold our house),1.0,fidic,2.0,2,"Education (not food for kids to throw away during school hours but true educational materials), community enhancement (ie job/career training), libraries, road construction, police/fire department",overspending in military and waste in school systems,"yes; specifically on city taxes that effect our roads, schools, libraries, etc",39.0,investing in research prematurely and then shutting the research down once it is proven a waste (should have better guidelines to decide which research to pursue),4.0,,3.0,,8.0,6.0,3.0,1.0,30,2.0,2.0,3.0,4.0,1,1,3,1,3,2,53,1.0,14.0,0.84202368,-1,1,1,0,50.0
Michigan,2,4.0,7.0,"Taxes rarely go to the place they are supposed to go and they are not handled by people with integrity, intelligence, or compassion.",1,69.0,"Living in Michigan, the tax rate on groceries and clothes is ridiculously high and hurts our budget a lot. Also gasoline tax and taxes taken from paychecks.",Like a sucker because so much money is given in taxes and we still have poor roads and railroads and such.,"social security, medicare, and payroll taxes and especially taxes on groceries and clothes",1.0,"I am now receiving Social Security retirement checks since I retired when I turned 62 two years ago because I was laid off from my job and couldn't find work here, so in order to have any income I had to retire. When I did work for so many years, I had taxes deducted from my paycheck for social security, medicare, payroll and local taxes.",0.0,no,"policemen, firemen, snow removal, street lights, education",commissions and surveys on ridiculous and stupid things that don't make sense,no,81.0,government is much too big and over-spending on everything except what we need such as basic necessities,1.0,"Previously, I did receive a tax credit and it helped a little.",3.0,,6.0,7.0,3.0,1.0,20,1.0,3.0,1.0,4.0,2,1,3,3,3,23,18,1.0,8.0,0.538743107,1,-1,-1,0,21.0
Massachusetts,1,2.0,4.0,I pay way too much in taxes,1,50.0,Aren't all prices for everything connected to taxes being paid by someone ,lousy when I don't get what they mainly pay for,any kind of tax,1.0,state federal medicaid ,0.0,no,public transportation  snow removal  ,lifelong politicians who have no clue what happens in the real world,not really. I couldn't afford to work if I had to pay for healthcare.,60.0,paying pensions to public union employees     paying single mothers for getting laid,1.0,"When I qualified I made less than $10,000 annually. No affect now",1.0,Most who qualify don't make enough to be burdened further by paying taxes to support others who get more in benefits than they make working,1.0,5.0,4.0,,0,2.0,3.0,2.0,4.0,1,1,6,5,3,22,24,1.0,5.0,0.341164062,-1,-1,-1,1,40.0
Michigan,2,6.0,1.0,"They are going to raise my taxes again or find a new way to tax us, like for services.",1,89.0,"Just paid tax fat the grocery store for a few things I bought, also I just paid house taxes that didn't seem to go down even though my house is worth less.","I know it is a necessary evil do they have to enjoy taking our money and spending most of it for things our congress people want not what we want, and finding new ways to tax us.",House taxes,1.0,State taxes and Federal taxes,0.0,no,"Social services, municipal services, Veteran benefits","Bridges to nowhere, congress peoples pet projects that aren't worth the money spent.","Just for municipal services, like my garbage picked up also like the streets cleaned after snow incidents",60.0,"Bridge to nowhere, pet projects that a congress person gets through because he voted for some one elses pet project",1.0,not very much,1.0,Good for people who have many children,2.0,1.0,2.0,1.0,56,1.0,2.0,2.0,4.0,2,1,3,5,1,23,15,1.0,9.0,0.787470485,1,-1,1,1,1.0
Texas,2,2.0,, i think money out of my pocket.,1,83.0,My husband and I had to pay taxes on our 2013 tax return.  Everybody pays taxes every time they buy anything.,Terrible.  I'm surprised we are'nt taxed for breathing air.,not sure.,1.0,fica,0.0,2,nothing that I can think of.,i can't think of anything at this time.,no,79.0,paying over charges for any and everything the government buyes or uses.,4.0,,4.0,,8.0,,4.0,1.0,6,,4.0,3.0,4.0,3,3,6,1,1,44,30,1.0,5.0,0.343243209,0,-1,-1,0,7.0
Washington,2,2.0,7.0,"negative, money, mad, government",1,72.0,"all the time, when I go to the grocery store, pay mortgage, etc",it would be good if they used the money right,we automatically have it deducted,1.0,"state taxes, social security",5.0,0,"schools, streets, roads. infrastructure, buildings, museums, parks and rec, help with funding, states","corruption, over sees, illegal immigrants, welfare",in some ways but overall the government is corrupt and uses it in bad ways or useless ways,65.0,"corruption, over spending, oversees, illiegal immigrants, welfare, etc",1.0,helps a lot,1.0,helps families,8.0,7.0,2.0,1.0,14,1.0,2.0,1.0,4.0,1,2,1,1,1,48,45,1.0,16.0,0.84202368,-1,1,-1,1,18.0
Pennsylvania,2,5.0,1.0,"federal taxes, property tax, school tax",1,80.0,school tax in August 2014,Ok and feel that my money is being used for something useful.,school,1.0,FICA / Social security / PA tax / :ocal tax / ,2.0,0,"environmental issues, medical research",military weaponry / big business / advertising for politicians,Not sure,40.0,campaigning,3.0,,3.0,,8.0,2.0,3.0,1.0,67,1.0,2.0,2.0,4.0,4,1,1,1,1,39,41,1.0,13.0,0.920166135,0,1,-1,0,10.0
Massachusetts,2,5.0,3.0,I think of all the money taken from my paycheck and the different programs the money goes into.,1,71.0,Yesterday I bought lunch and paid a sales tax.,It feels okay.,income tax,1.0,"State tax, Federal Tax, Medical",0.0,No,I'm glad I pay taxes for city repairs and education.,I don't like paying for unemployment benefits.,I don't think I have benefited as much as I could.,60.0,the programs that money goes into that don't benefit people very much.,3.0,,3.0,,1.0,5.0,4.0,2.0,9,2.0,3.0,4.0,4.0,3,4,6,5,3,22,60,3.0,10.0,5.000083137,0,1,0,0,19.0
North Carolina,1,5.0,3.0,How much I have to pay the state when I buy something. ,1,81.0,Yesterday when I made a purchase. ,So so / ,Sales tax,1.0,"State, fed, fiction, ss",0.0,No,"Education,  national parks, studies in global warming ","A bridge to nowhere,  pork projects ",No,39.0,Studies about how flies reproduce ,3.0,,3.0,,2.0,4.0,3.0,1.0,51,1.0,1.0,2.0,4.0,2,1,3,3,4,34,22,1.0,1.0,0.343243209,-1,0,-1,0,9.0
California,1,5.0,6.0,cost  of what govt supplies like army mail roads cops fire fightwers ect,1,31.0,today sales taxes when I shopped,productive,income,1.0,"ssi, social,uneployment,income",0.0,1,our less fortunate people who are in real need,wasteful spending by jerks,our country is safe,33.0,too  many things to mention,1.0,saved some money honey,2.0,the same thing duh,1.0,5.0,2.0,1.0,26,1.0,2.0,2.0,1.0,2,1,4,3,1,5,23,1.0,17.0,1.185001802,0,0,1,0,59.0
Wisconsin,1,3.0,7.0,april 15 time to send in taxes,1,70.0,"yesterday, grocery shopping",don't like it,business,1.0,FICA,0.0,0,"roads and highways, bridges",government workers who don't do there job,better roadways,80.0,goverment workers and spending,3.0,,2.0,some people really need it,2.0,7.0,1.0,1.0,3,1.0,1.0,2.0,4.0,1,2,6,5,1,50,25,1.0,1.0,0.427902551,0,-1,1,0,20.0
New York,1,2.0,2.0,no money taken from my pay check,1,82.0,last week it was taken from my paycheck,it feels good to know I don't owe anything,i really do not know,1.0,"city, state, fica",0.0,0,I am glad they help pay for education,there is nothing I can think of,no I really do not,44.0,the un neccssary spending,3.0,,4.0,,2.0,4.0,2.0,1.0,72,1.0,2.0,3.0,2.0,4,4,6,5,3,33,32,2.0,1.0,0.871256716,-1,1,-1,0,8.0
Illinois,1,6.0,4.0,government taxing citizens to overspend,1,50.0,September 2014 for the final payment of my 2013 real estate tax,not very pleasant when I see such overspending and corruption in government,income taxes,1.0,"fica, federal and state income taxes",0.0,my wife,everything but corruption and waste and social programs that don't help those in need,waste and corruption plus wasteful social programs that don't help those they're supposed to,"defense, police protection, fire department, social security, medicare",60.0,"afghanistan, irag, the UN, Medicaid",3.0,,3.0,,6.0,4.0,3.0,1.0,50,1.0,1.0,3.0,4.0,2,1,3,1,1,14,14,1.0,,0.946813996,0,-1,1,0,40.0
Ohio,2,3.0,4.0,"too many, too much, legal scam",1,49.0,"grocery, yesterday, sales tax","overtaxed, taxed enough already, legal scam, fire the IRS","federal, state, local, gas, sales",1.0,"federal, state, local, FICA",0.0,no,"Nothing, I could do a better job with my money.  ANYTHING the feds control is corrupted and bankrupted almost immediately.","Legal scams, ACA, IRS, pensions and healthcare for criminal federal employees.","No, not at all.",100.0,"junk programs, shrimp on a treadmill and so many more of these ridiculous projects, sweetheart deals, solar energy, banks, auto bailouts",1.0,"It doesn't, can't claim any longer.",2.0,Couples with children.,1.0,6.0,1.0,1.0,0,1.0,2.0,1.0,4.0,2,1,3,3,1,36,15,1.0,8.0,0.787470485,-1,-1,-1,0,41.0
Florida,4,,,ykukrukyker7ki rujruirkiru ru7i67i 76ui 76iuiyjgfh,3,69.0,563236 trjr u76u7 7u4uu7fjfh j  hjkfyuk,gfhjfgjkklghhdsb sgsghst dghjyh yjhtyjtyjdtyj,ujkfkfhjg jghj ghjfjftyjsw k;.k  ,0.0,,0.0,0,"78iotyi,tyuir yuir6i rtyr76tyjtrseraaqt ret  wertyrtyw ",ghjghljkl hjkyukli yuityoyotu yukiiio;,hjtjkalkja;lkj jlkjasl;kdgj ;lkjg l;kjgfalfhg ,95.0,hfthyr eytuetyuity tyeytietui  etyuieruieyuet,4.0,,4.0,,,,,,31,,,,,4,4,6,6,5,10,49,,1.0,1.601966451,0,0,0,0,21.0
Arkansas,1,2.0,4.0,money coming out of my pocket and less money to spend on needed thing,1,30.0,today grocery tax on the food I bought today,I feel as though I am doing my part for my country,taxes on my food and gas make up most,1.0,"fica social security, state and personal",0.0,wife,"school,roads and helping the poor",politician salary and wars,no,5.0,political elections ,3.0,,1.0,I think it is important to help those with kids,6.0,4.0,2.0,2.0,80,2.0,2.0,3.0,4.0,2,2,3,1,1,4,27,1.0,2.0,0.343243209,0,0,-1,1,60.0
Alaska,1,2.0,4.0,gdsgdgghkgkkkhkhltetetedsffsfsfsfsfsfsfsfsfffshgfhfh,1,12.0,homeghjkgkldsfsfklidvxvsfsdffsfcffsfsffdsgghghgh,dsgtggsg,fgdfgdfg,1.0,xfgvxggdfgdgdgdgdgdgdgdgdgddgdg,0.0,dfgdfgd,634534xfgvxggdfgdgdgdgdgdgdgdgdgddgdg,xfgvxggdfgdgdgdgdgdgdgdgdgddgdg,vzxvzfds,12.0,xfgvxggdfgdgdgdgdgdgdgdgdgddgdg,1.0,xfgvxggdfgdgdgdgdgdgdgdgdgddgdg,2.0,3.45E+12,2.0,2.0,3.0,,12,2.0,1.0,2.0,2.0,2,1,1,3,1,2,48,1.0,2.0,0.570545043,0,0,0,0,78.0
New Jersey,2,2.0,4.0,Government related income collected from general public,2,5.0,"On purchase of goods like hemlets, motorbikes, imported goods, etc",not good when the earning is not enough to me,Value Added Tax and Income Tax,0.0,,1.0,no,It is used for the development of the country,It is not used as I think fit,Yes. The country progress results my income level increase in years ,2.0,offcial meeting and seminars,2.0,somewhat less than the actual,1.0,It is good step and more other credits needs to come,7.0,4.0,3.0,1.0,6,1.0,3.0,2.0,4.0,2,2,6,5,3,31,61,1.0,6.0,4.847681165,0,-1,1,1,85.0
Wisconsin,2,4.0,4.0,Taxes is like being raped.  The government fucks you over and then doesn't give a crap.,1,63.0,"sales tax, buying something necessary - gasoline",like shit,income,1.0,fica  / wisc,0.0,husband,There is absolutely nothing that I am glad that I pay taxes for - absolutely nothing,too much welfare / too much $ spent on politicians (they do not deserve it) benefits are ridiculous ,no,57.0,government itself - budgets get spent whether there is a need or not,3.0,,3.0,,1.0,7.0,3.0,1.0,9,2.0,2.0,5.0,4.0,4,4,6,1,1,50,24,1.0,16.0,0.631508565,-1,-1,-1,0,27.0
Ohio,2,5.0,1.0,a pain in the butt but it is something that we all have to pay,1,81.0,last month - my property taxes and state and federal taxes,it feels that I am doing my part to contribute to the economy,federal taxes,1.0,federal / state / local ,2.0,no,education / medicaid/medicare / social security,people that do not want to work or people that use drugs and abuse the system,yes because of my deductions - i break even and get back what i paid in taxes most of the time,40.0,a lot of unnecessary construction on the roadways ,1.0,it let me receive a nice refund,1.0,i think it is great for people with kids but the should raise the income limits of people that receive it,1.0,6.0,3.0,1.0,58,1.0,2.0,2.0,3.0,1,1,2,5,1,36,36,2.0,11.0,1.375829411,-1,0,1,1,9.0
Kansas,1,3.0,7.0,Less money for me and more for the government to spend on what ever they want.,1,50.0,For sales tax for dinner tonight.,OK but don't like to support myself and some one else.,Federal and state Income tax.,1.0,"State, Fica, Federal",0.0,yes,"Roads and police, fire protection.",People who are able to work but don't and those who have babies out of wedlock for the free check each month.,Somewhat but feel I paid my share and someone else's share.,27.0,"The $420,000,000 that went missing in equipment, etc. in Afganistan.",3.0,,4.0,,6.0,6.0,4.0,1.0,51,1.0,2.0,2.0,3.0,2,1,3,1,1,17,12,1.0,13.0,0.923063978,1,-1,1,0,40.0
North Carolina,2,2.0,4.0,"Income taxes taxes , Sales taxes, property  taxes, Death taxes.",1,70.0,When we pain our income tax ,It what everone has to do i could be lowered to help everyone out,Car taxes,1.0,"Income tax, medicare tax, It has been a while since i received a pay check i am retired ",0.0,No,Social Security Medicare We paid these all the time we worked now they still take the medicare out of our  Social Security check i don't think this is fair after we paid already ,Not sure they go for so much ,No,97.0,When the President goes places why can't he just make a conference call with video with the money and the technology   we have now instead of using money for the plane helicopter  and all of the cars for all of his security people it would be just like he was their instead of going their.,1.0,It helped when we had children at home ,4.0,,6.0,4.0,3.0,1.0,39,2.0,3.0,5.0,4.0,2,2,6,1,1,34,14,1.0,,0.759489452,-1,1,-1,0,20.0
Washington,2,6.0,2.0,"money, burden , price increase ",1,68.0,Sales tax on my baby's clothes,It sucks ,income tax i guess,1.0,Federal taxes ,1.0,no ,Developed infrastructure ,Nothing in particular i can think of / ,"Yes clean well maintained roads, free access to public library,  schools for kids, public parks . / There are tons of benefits ",23.0,i don't know may be some kind of redundancy in different projects that the government does ,3.0,,3.0,,8.0,4.0,3.0,2.0,76,2.0,3.0,4.0,4.0,1,1,6,1,1,48,46,4.0,15.0,2.15034017,-1,-1,1,0,22.0
California,1,4.0,1.0,support of our common govenment,1,80.0,I paid sales taxes on a recent purchace,fine,sales taxes,1.0,fica,0.0,no,"roads, police, protection, courts, epa..","oil subsities, job outsourcing","the nation, state and city that I live in. they wouldn't exist without it",14.0,stupid tax breaks,3.0,,4.0,,2.0,2.0,2.0,1.0,62,1.0,2.0,2.0,4.0,2,1,3,2,3,5,20,1.0,8.0,0.3930594,1,1,0,0,10.0
Florida,1,5.0,2.0,Revenue for government. Ways to fund services.,1,50.0,Today. It was was sales tax for a good purchase at Wendy's./,FIne. It's an obligation.,Income tax.,1.0,"Federal income tax, medicare tax, unemployment tax.",1.0,Also wife,"School, fire, police, research.",Bureaucrats. useless studies.,"Probably. For government services, such as schools, police, fire.",11.0,USeless studies.,3.0,,3.0,,1.0,2.0,2.0,1.0,60,1.0,2.0,4.0,4.0,2,1,3,1,1,10,23,1.0,16.0,0.506566333,0,1,-1,0,40.0
Pennsylvania,2,2.0,6.0, I think about how much I will have to pay in new taxes.,1,70.0,"Sale tax, income tax, and gas tax.",It is just life.,Everything we do not make alot of money.,1.0,Income tax,0.0,0,"Military, SSI, lunch programs in schools and National Parks.",Congress and all the government people that have trouble doing what good for this country and not for their party.  ,Yes we have a good military and they took my health insurance because of Obama care and I had to get Obama care.  ,30.0,Different bills that they pass that are not helping people.,3.0,,3.0,,1.0,6.0,4.0,1.0,2,1.0,2.0,4.0,4.0,2,2,1,1,1,39,22,1.0,11.0,0.429536552,-1,0,1,0,20.0
Illinois,1,5.0,4.0,"Income, energy and food taxs",1,40.0,"Last year I p[aid income tax, energy; tax, food tax, communications tax and ",Like a patriot,income tax,1.0,"Federal. Social; Security, Medicare, State",0.0,My Spouse,"Roads, Energy and Food supplies",No I am not upset about the tax I pay,"Roads, energy and food at reasonable cost",11.0,"Friction with the government, all large bodies waste some.",3.0,,3.0,,1.0,4.0,2.0,1.0,29,1.0,2.0,3.0,4.0,2,1,3,1,3,14,18,5.0,14.0,1.612731644,1,1,1,0,50.0
Florida,1,6.0,6.0,money paid to the government to provide for the common good,1,49.0,paid sales tax on my last purchase,I don't mind paying to support the common good but feel it can sometimes be unfair,income tax and property tax,1.0,"federal withholding, social security, medicare",0.0,yes,"Defense, education, roads, space exploration, advanced scientific research, medical research, police and fire protection, ","too many entitlements, unnecessary/frivolous research",Yes. The defense of our nation. The roadways on which we drive. Police and fire protection. Schooling of our children. ,15.0,"unnecessary research grants, too many social programs that do not encourage people to work",3.0,,3.0,,1.0,6.0,2.0,1.0,20,1.0,2.0,2.0,4.0,2,1,3,1,1,10,21,1.0,17.0,1.302865633,1,-1,1,0,41.0
Arizona,1,6.0,4.0,"internal revenue service, payroll, government",1,81.0,paid sales tax on grocery purchases today,don't like it but understand it is part of having a strong society,income tax both state and federal,1.0,federal state fico medicare,0.0,0,"the country's infrastructure, programs the benefit people less fortunate than me","generally wasteful spending, pork projects inserted into bills",benefit by having a military to protect us and money for infrastructure,35.0,overpaying for things because of the contract system,3.0,,3.0,,1.0,4.0,3.0,2.0,10,2.0,3.0,3.0,4.0,1,2,3,1,1,3,34,1.0,19.0,1.185001802,0,1,1,0,9.0
Missouri,1,5.0,6.0,money coming out of my pocket,1,72.0,county property tax for my county,good on that have a good job and house,federal income tax,1.0,federal tax  state tax  social security  ,0.0,no,highway and police services,not sure on this one undecided,"yes in that have nice roads, etc",23.0,waste on programs that have little to no value to one's life,1.0,extra income though that was 15 years ago,4.0,,1.0,6.0,3.0,1.0,40,2.0,3.0,4.0,4.0,4,4,6,3,1,26,26,1.0,12.0,0.538743107,0,1,1,0,18.0
New Mexico,1,6.0,1.0,Money for income give state.,2,50.0,Never I pay because I am strenger.,Sad,o,0.0,,0.0,0,When I haved income I be glad to pay taxes.,Because I never have income and money.,I brnefits for tax dollars.,61.0,Money.,1.0,Better life.,1.0,Good idea.,6.0,4.0,1.0,1.0,100,1.0,1.0,1.0,1.0,1,1,4,1,3,32,4,1.0,3.0,0.456324613,0,-1,0,1,40.0
Georgia,1,2.0,7.0,money out of my check every montth,1,47.0,2014 i pay every pay check,not to good ,50000,1.0,more taxes taken out of my check,1.0,2,schools and roads work and the teachers ,because of the amount you have to pay,no because it takes half of my check,58.0,grants,1.0,more money for the refund,1.0,its a great help for the refund check,1.0,1.0,1.0,1.0,92,1.0,1.0,1.0,1.0,2,2,1,1,1,11,54,1.0,14.0,0.92577388,0,-1,-1,1,43.0
Utah,1,3.0,6.0,scary and dredded and but me in a bad mood,1,40.0,sales tax at a store for items,ok,sales,1.0,ss,0.0,0,government benefits and services,the president and congess and senate salary,not sure,41.0,government salaries,1.0,not much,1.0,helpful,1.0,4.0,4.0,1.0,19,2.0,3.0,3.0,3.0,2,2,3,5,3,45,53,1.0,11.0,0.718334602,-1,1,-1,1,50.0
District of Columbia,2,2.0,4.0,"money, IRS, turbo, income",1,71.0,"Made estimated tax payments if your income tax withholding will not fully cover next year's tax liability. This applies mostly to self-employed people, landlords, and investors. This is because your income tax withholding from your employment may not be sufficient to pay your federal income tax in full by the end of the year.",normal I guess,I dont understand this question,1.0,I dont recall,2.0,no,"whatever needed, I trust what the government decides","not sure,hardly think about that",not sure,0.0,nothing,4.0,,4.0,,8.0,5.0,3.0,2.0,59,,,3.0,4.0,3,3,6,1,3,9,40,3.0,2.0,1.641951179,0,0,-1,0,19.0
